,id_code,dataSet
470,4306b1965385,data/resized test 19
471,431e6e79e394,data/resized test 19
472,4337e1114ad0,data/resized test 19
473,434e10fa0bf5,data/resized test 19
474,436651e030cb,data/resized test 19
475,437fa52cb1cb,data/resized test 19
476,43c1d80cd2b2,data/resized test 19
477,43c7740f646a,data/resized test 19
478,43e0368e857b,data/resized test 19
479,44191b514dee,data/resized test 19
480,443b96e2e048,data/resized test 19
481,44477c53f3d9,data/resized test 19
482,445fec0912db,data/resized test 19
483,446d2a4606bf,data/resized test 19
484,446edc2b054f,data/resized test 19
485,447d8e8f446d,data/resized test 19
486,448c1f328542,data/resized test 19
487,44c7a0b9820f,data/resized test 19
488,450e2a692142,data/resized test 19
489,4541683880a4,data/resized test 19
490,456b6a5827d4,data/resized test 19
491,456c55e0d8f9,data/resized test 19
492,4578ed5eeb9f,data/resized test 19
493,458b2446e3dd,data/resized test 19
494,45ca3fb3bfc5,data/resized test 19
495,45f34a152021,data/resized test 19
496,460bc010f96a,data/resized test 19
497,462507c543fb,data/resized test 19
498,464c22b720ea,data/resized test 19
499,464ee4a542b0,data/resized test 19
500,4686020fa0c6,data/resized test 19
501,469dd4c920c0,data/resized test 19
502,46a654b6a3db,data/resized test 19
503,46c4fb9164dc,data/resized test 19
504,46c9512ebcd1,data/resized test 19
505,46f933bbe3cd,data/resized test 19
506,470fd63322d1,data/resized test 19
507,471ff7e04b2f,data/resized test 19
508,47b9790a76b3,data/resized test 19
509,47bd700f47ee,data/resized test 19
510,4810eb8e7c88,data/resized test 19
511,481657080d8b,data/resized test 19
512,4818612e32d1,data/resized test 19
513,4824f100624c,data/resized test 19
514,4824f6db2b82,data/resized test 19
515,48530f602b11,data/resized test 19
516,4890c8e4f897,data/resized test 19
517,48b280688d0d,data/resized test 19
518,48c30363529b,data/resized test 19
519,48cc693a081d,data/resized test 19
520,490c7597892e,data/resized test 19
521,4929dea59cb7,data/resized test 19
522,4944b1de8817,data/resized test 19
523,4947431500d5,data/resized test 19
524,494db7a542a8,data/resized test 19
525,495b3b3cb438,data/resized test 19
526,496039c25f39,data/resized test 19
527,49897ae73aa9,data/resized test 19
528,49a027e2cebb,data/resized test 19
529,49a91567632e,data/resized test 19
530,49af6f1390b9,data/resized test 19
531,49cb7972e2a2,data/resized test 19
532,49f6ffbc8356,data/resized test 19
533,4a01c849bdeb,data/resized test 19
534,4a51e72940f2,data/resized test 19
535,4a5aad82e737,data/resized test 19
536,4a6795dc22f9,data/resized test 19
537,4a7b0751d94e,data/resized test 19
538,4abdddd0b247,data/resized test 19
539,4ae1cf32388b,data/resized test 19
540,4b47ed879207,data/resized test 19
541,4b4c0a15473c,data/resized test 19
542,4b62fc358248,data/resized test 19
543,4b83fb74c2a7,data/resized test 19
544,4bf29bca6018,data/resized test 19
545,4bf97a2f0398,data/resized test 19
546,4c49594c40c9,data/resized test 19
547,4c4af41533e1,data/resized test 19
548,4c70b2944d9e,data/resized test 19
549,4ca3eaf3493f,data/resized test 19
550,4ca4c2b18a48,data/resized test 19
551,4d00167f2d05,data/resized test 19
552,4d32f2284293,data/resized test 19
553,4d6333d41069,data/resized test 19
554,4d64a0fe8b2b,data/resized test 19
555,4d80c835d862,data/resized test 19
556,4d8cb0caa08a,data/resized test 19
557,4d8e6a111b56,data/resized test 19
558,4db635ee7440,data/resized test 19
559,4db82094e4a4,data/resized test 19
560,4db841b2ab70,data/resized test 19
561,4dc102e8d716,data/resized test 19
562,4dcc7b517c26,data/resized test 19
563,4ddfe4a87b11,data/resized test 19
564,4def7bc721a9,data/resized test 19
565,4defa0f6e0aa,data/resized test 19
566,4df7349f0806,data/resized test 19
567,4e545daf0236,data/resized test 19
568,4e609a790d75,data/resized test 19
569,4e8b41486289,data/resized test 19
570,4ec759a78c5d,data/resized test 19
571,4ed925492ea1,data/resized test 19
572,4efa03e7d043,data/resized test 19
573,4efcfde6a0c4,data/resized test 19
574,4f857f0e33e5,data/resized test 19
575,4f903dd3f420,data/resized test 19
576,4f985a7320d9,data/resized test 19
577,4f9f6984a2f7,data/resized test 19
578,4fa9722572c0,data/resized test 19
579,4fb39a052f74,data/resized test 19
580,4fbaf91d94fe,data/resized test 19
581,4fdd1ca8bd89,data/resized test 19
582,500586e31827,data/resized test 19
583,5022c0563335,data/resized test 19
584,504b7e01be96,data/resized test 19
585,507be4c76d8b,data/resized test 19
586,5092d7fc1392,data/resized test 19
587,50dab20a4ad4,data/resized test 19
588,50ff3607fc26,data/resized test 19
589,5110fe0bf9cb,data/resized test 19
590,51169b298d9f,data/resized test 19
591,512beaada8f0,data/resized test 19
592,51323e9d2070,data/resized test 19
593,515675001b9e,data/resized test 19
594,515877da2def,data/resized test 19
595,5168ddccea88,data/resized test 19
596,5172c056a687,data/resized test 19
597,5177461f5339,data/resized test 19
598,51910bcb980d,data/resized test 19
599,51a3e9b6a1c0,data/resized test 19
600,51bbd82feec8,data/resized test 19
601,51de5fb8eccd,data/resized test 19
602,51e88694c81f,data/resized test 19
603,51f0bf8f1544,data/resized test 19
604,51f57fb32840,data/resized test 19
605,51fa42dc1415,data/resized test 19
606,5276ab33b7b0,data/resized test 19
607,52a353760f72,data/resized test 19
608,531937254e73,data/resized test 19
609,5325b1c22c61,data/resized test 19
610,53959e0a750b,data/resized test 19
611,53be22c72713,data/resized test 19
612,5400549bfe76,data/resized test 19
613,5416642e06dd,data/resized test 19
614,54377de41c97,data/resized test 19
615,5450ee92dfc6,data/resized test 19
616,54b6b91249ad,data/resized test 19
617,551f1e4e2763,data/resized test 19
618,5544449ac18d,data/resized test 19
619,556c2790a2e5,data/resized test 19
620,557be0cf8e49,data/resized test 19
621,558664213d06,data/resized test 19
622,5595883f47f0,data/resized test 19
623,5598165adbff,data/resized test 19
624,559a719e403f,data/resized test 19
625,55ab23df5fa0,data/resized test 19
626,55bae08492c0,data/resized test 19
627,55c5356d96f8,data/resized test 19
628,567bfbf30117,data/resized test 19
629,56ad22ef1012,data/resized test 19
630,56ef3b79e31f,data/resized test 19
631,570982b0dbf2,data/resized test 19
632,571ab04c9e87,data/resized test 19
633,57327f5c7d71,data/resized test 19
634,57cbd5909e16,data/resized test 19
635,57d5d0d42cac,data/resized test 19
636,57e7e85b6bcd,data/resized test 19
637,57fa1bc682b6,data/resized test 19
638,58392bb56fad,data/resized test 19
639,584dab56f2c5,data/resized test 19
640,586eba507c88,data/resized test 19
641,587e6a83a90f,data/resized test 19
642,589747aab826,data/resized test 19
643,58a536e6fdde,data/resized test 19
644,58a569759348,data/resized test 19
645,58ab162bfc89,data/resized test 19
646,58b740608ded,data/resized test 19
647,58d6d0115c72,data/resized test 19
648,58ec1c8ed8b1,data/resized test 19
649,58f0807d2297,data/resized test 19
650,5953417e4750,data/resized test 19
651,5971c10c1465,data/resized test 19
652,59738e82c527,data/resized test 19
653,597ab119ba6d,data/resized test 19
654,59abc465e159,data/resized test 19
655,59e7f9e69044,data/resized test 19
656,5a1dd8fa44e9,data/resized test 19
657,5a311e3e8979,data/resized test 19
658,5a66a5abdec6,data/resized test 19
659,5a6a2c8cdd35,data/resized test 19
660,5a8dbaf0e001,data/resized test 19
661,5ab71d422459,data/resized test 19
662,5ab9e78b45ef,data/resized test 19
663,5ad2ca6d422f,data/resized test 19
664,5ad469f293f7,data/resized test 19
665,5add6f0b6b82,data/resized test 19
666,5b04aa895c31,data/resized test 19
667,5b18feb15d84,data/resized test 19
668,5b27368c6983,data/resized test 19
669,5b42aa87662e,data/resized test 19
670,5b79366b7eb0,data/resized test 19
671,5b7aec374735,data/resized test 19
672,5b7e38adccf3,data/resized test 19
673,5b81f6394a99,data/resized test 19
674,5b931245433c,data/resized test 19
675,5baaa0041555,data/resized test 19
676,5bd9e507ed71,data/resized test 19
677,5c081b9e1c7f,data/resized test 19
678,5c1ed0268157,data/resized test 19
679,5c3872c226bb,data/resized test 19
680,5ca89ec3c507,data/resized test 19
681,5cbc7df5a21c,data/resized test 19
682,5cfc10f6114c,data/resized test 19
683,5d26d29704ad,data/resized test 19
684,5d2e1e53b383,data/resized test 19
685,5d3d0306074c,data/resized test 19
686,5d3f125976eb,data/resized test 19
687,5d443c9e3d39,data/resized test 19
688,5d62c37386fc,data/resized test 19
689,5d6b9a2fddbf,data/resized test 19
690,5d97ebd575cd,data/resized test 19
691,5db032900d31,data/resized test 19
692,5db5832b333b,data/resized test 19
693,5dc52ff46300,data/resized test 19
694,5de19dac4ac3,data/resized test 19
695,5de413ba9250,data/resized test 19
696,5ea81ad2e8f2,data/resized test 19
697,5ebc9dbbe79d,data/resized test 19
698,5ed96c970a57,data/resized test 19
699,5edf6828c280,data/resized test 19
700,5f06b715ea24,data/resized test 19
701,5f158adf5bbc,data/resized test 19
702,5f4dec014acf,data/resized test 19
703,5f84992353f8,data/resized test 19
704,5fa2f89a0ec2,data/resized test 19
705,600afae2d4e9,data/resized test 19
706,600b2b469a2f,data/resized test 19
707,605359a98377,data/resized test 19
708,607f40adf8b1,data/resized test 19
709,60849fa4a14a,data/resized test 19
710,60c6583fa35c,data/resized test 19
711,6124e6a4ad00,data/resized test 19
712,616a989990b0,data/resized test 19
713,619ce2c77917,data/resized test 19
714,61cd9c25c7d3,data/resized test 19
715,61ddbcedbc9e,data/resized test 19
716,61ff3873c036,data/resized test 19
717,6220b43ea8eb,data/resized test 19
718,624ebaffb2ab,data/resized test 19
719,6263433f1991,data/resized test 19
720,626fe00f5cf7,data/resized test 19
721,627997ab6ba3,data/resized test 19
722,6290dba05950,data/resized test 19
723,62917dbb7858,data/resized test 19
724,62d9da36bd9e,data/resized test 19
725,62df7040b3df,data/resized test 19
726,6356f9dd9fdc,data/resized test 19
727,6365da11bf72,data/resized test 19
728,636997a49fcb,data/resized test 19
729,63826c56eeac,data/resized test 19
730,638a49bc4928,data/resized test 19
731,63dd40d7439b,data/resized test 19
732,63f3c188ccb6,data/resized test 19
733,63f6b0fe5bbf,data/resized test 19
734,643ff5d1f90f,data/resized test 19
735,644f1ba18d8b,data/resized test 19
736,6466e474e048,data/resized test 19
737,64a4926e85b5,data/resized test 19
738,64a507309332,data/resized test 19
739,64d749faea54,data/resized test 19
740,6508c11c4785,data/resized test 19
741,65153f9ad387,data/resized test 19
742,652a1edabdb7,data/resized test 19
